nombre,ciudad,giro,horario,direccion,latitud,longitud
YO SALUDABLE,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,HDA. LA QUEMADA # 1268-R SAN SALVADOR TIZATLALLI,19.2629472,-99.5844813
HUNGRY PANDA,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,AV. SOLIDARIDAD LAS TORRES # 340-F SAN JERÓNIMO CHICAHUALCO,19.276718,-99.580235
MESTIZO RESTAURANTE,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,ADOLFO LÓPEZ MATEOS # 3800 LÁZARO CÁRDENAS,19.256466,-99.554539
BURGER KING,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,PLAZA LAS AMERICAS L-64 Z-1-J LA PURÍSIMA,19.2621434,-99.5989735
DOMINO'S PIZZA,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,LEONA VICARIO # 873 LA PURÍSIMA,19.261272,-99.625543
MCDONALD'S  FIESTAS INFANTILES,Metepec,RESTAURANTE,06:00 A 03:00 DE LUNES A DOMIMGO,CARRETERA TOLUCA - TENANGO # 554 NTE. LA PURÍSIMA,19.2603068,-99.6281548
RESTAURANTE BAR  CASA DIEGO,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,AV. SOLIDARIDAD LAS TORRES # 170 SAN JERÓNIMO CHICAHUALCO,19.276412,-99.58933
RESTAURANTE-BAR    LOS OLIVOS,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,VIALIDAD METEPEC  ZACANGO # 900 STA. MA. OCOTITLAN,19.240453,-99.616836
CUEVA AZUL,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,HACIENDA LA QUEMADA # 377 SAN SALVADOR TIZATLALLI,19.261646,-99.589633
WINGS STOP,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,AV. LEONA VICARIO # 501  INT. 17 BARRIO DE COAXUSTENCO,19.2621542,-99.6022906
BAREZZITO,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,BENITO JUÁREZ GARCÍA # 723 BARRIO DE COAXUSTENCO,19.260097,-99.619222
BARRO CAFÉ,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,JOSÉ VICENTE VILLADA # 39 BARRIO DEL ESPÍRITU SANTO,19.2524854,-99.6050007
GALPON ARGENTINO,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,BOULEVARD TOLUCA IXTAPAN # 126-157 BARRIO DE COAXUSTENCO,19.259618,-99.621309
TIENDAS DEPARTAMENTALES LIVERPOOL S.A. DE C.V.,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,BOULEVARD TOLUCA METEPEC # 400 NTE. BARRIO DE COAXUSTENCO,19.260211,-99.620686
POTZOLCALLI,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,VIA METEPEC # 284 LA PURÍSIMA,19.260211,-99.620686
AY DOLORES,Metepec,RESTAURANTE BAR,06:00 A 03:00 DE LUNES A DOMIMGO,MIGUEL HIDALGO Y COSTILLA # 27 BARRIO DEL ESPÍRITU SANTO,19.251726,-99.605831
